"","MFW","accuracy","precision","recall","F1"
"1",50,0.808510638297872,0.818722943722944,0.803030303030303,0.793331163785709
"2",100,0.861702127659574,0.869588744588745,0.85530303030303,0.850926598653871
"3",150,0.893617021276596,0.850757575757576,0.881060606060606,0.861324281778827
"4",200,0.925531914893617,0.887121212121212,0.915151515151515,0.895326643053916
"5",250,0.946808510638298,0.947727272727273,0.945454545454545,0.940781188508461
"6",300,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"7",350,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"8",400,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"9",450,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"10",500,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"11",550,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"12",600,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"13",650,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"14",700,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"15",750,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"16",800,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"17",850,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"18",900,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"19",950,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"20",1000,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"21",1050,0.946808510638298,0.941666666666667,0.945454545454545,0.93977108749836
"22",1100,0.936170212765957,0.934848484848485,0.934090909090909,0.929489702216975
"23",1150,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"24",1200,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"25",1250,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"26",1300,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"27",1350,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"28",1400,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"29",1450,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"30",1500,0.957446808510638,0.959090909090909,0.956818181818182,0.952144824872098
"31",1550,0.957446808510638,0.959090909090909,0.956818181818182,0.952144824872098
"32",1600,0.957446808510638,0.959090909090909,0.956818181818182,0.952144824872098
"33",1650,0.957446808510638,0.959090909090909,0.956818181818182,0.952144824872098
"34",1700,0.957446808510638,0.959090909090909,0.956818181818182,0.952144824872098
"35",1750,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"36",1800,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"37",1850,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"38",1900,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"39",1950,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
"40",2000,0.946808510638298,0.953030303030303,0.945454545454545,0.941610914338187
