"","MFW","accuracy","precision","recall","F1"
"1",50,0.851063829787234,0.876010101010101,0.84469696969697,0.842798110979929
"2",100,0.904255319148936,0.913095238095238,0.89469696969697,0.89383066428521
"3",150,0.914893617021277,0.918939393939394,0.909848484848485,0.906542699724518
"4",200,0.936170212765957,0.94534632034632,0.936363636363636,0.935458480913026
"5",250,0.936170212765957,0.941558441558442,0.93030303030303,0.930319428046701
"6",300,0.936170212765957,0.941558441558442,0.93030303030303,0.930319428046701
"7",350,0.936170212765957,0.941558441558442,0.93030303030303,0.930319428046701
"8",400,0.936170212765957,0.941558441558442,0.93030303030303,0.930319428046701
"9",450,0.936170212765957,0.941558441558442,0.93030303030303,0.930319428046701
"10",500,0.925531914893617,0.933982683982684,0.918939393939394,0.919693690148236
"11",550,0.914893617021277,0.921103896103896,0.909848484848485,0.909864882592155
"12",600,0.925531914893617,0.930952380952381,0.921212121212121,0.920507018234291
"13",650,0.936170212765957,0.946103896103896,0.932575757575758,0.933221828676374
"14",700,0.925531914893617,0.93474025974026,0.917424242424242,0.913091958546504
"15",750,0.925531914893617,0.93474025974026,0.917424242424242,0.913091958546504
"16",800,0.925531914893617,0.93474025974026,0.917424242424242,0.913091958546504
"17",850,0.925531914893617,0.943831168831169,0.917424242424242,0.915112160566706
"18",900,0.925531914893617,0.943831168831169,0.917424242424242,0.915112160566706
"19",950,0.925531914893617,0.943831168831169,0.917424242424242,0.915112160566706
"20",1000,0.936170212765957,0.952922077922078,0.926515151515152,0.925213170667716
"21",1050,0.925531914893617,0.943831168831169,0.917424242424242,0.915112160566706
"22",1100,0.925531914893617,0.943831168831169,0.917424242424242,0.915112160566706
"23",1150,0.936170212765957,0.952922077922078,0.926515151515152,0.925213170667716
"24",1200,0.946808510638298,0.960497835497836,0.934090909090909,0.933477633477633
"25",1250,0.936170212765957,0.951406926406926,0.925,0.923376623376623
"26",1300,0.936170212765957,0.951406926406926,0.925,0.923376623376623
"27",1350,0.936170212765957,0.951406926406926,0.925,0.923376623376623
"28",1400,0.936170212765957,0.951406926406926,0.925,0.923376623376623
"29",1450,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"30",1500,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"31",1550,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"32",1600,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"33",1650,0.936170212765957,0.956439393939394,0.922727272727273,0.924070374070374
"34",1700,0.936170212765957,0.956439393939394,0.922727272727273,0.924070374070374
"35",1750,0.936170212765957,0.956439393939394,0.922727272727273,0.924070374070374
"36",1800,0.936170212765957,0.956439393939394,0.922727272727273,0.924070374070374
"37",1850,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"38",1900,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"39",1950,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
"40",2000,0.925531914893617,0.947348484848485,0.913636363636364,0.913969363969364
