"","MFW","accuracy","precision","recall","F1"
"1",50,0.840425531914894,0.846212121212121,0.834090909090909,0.827102190738554
"2",100,0.893617021276596,0.902272727272727,0.889393939393939,0.888685556867375
"3",150,0.925531914893617,0.918939393939394,0.918939393939394,0.917929292929293
"4",200,0.946808510638298,0.940151515151515,0.937878787878788,0.936688311688312
"5",250,0.946808510638298,0.940151515151515,0.937878787878788,0.936688311688312
"6",300,0.957446808510638,0.95530303030303,0.953030303030303,0.95021645021645
"7",350,0.957446808510638,0.95530303030303,0.953030303030303,0.95021645021645
"8",400,0.957446808510638,0.95530303030303,0.953030303030303,0.95021645021645
"9",450,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"10",500,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"11",550,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"12",600,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"13",650,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"14",700,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"15",750,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"16",800,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"17",850,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"18",900,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"19",950,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"20",1000,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"21",1050,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"22",1100,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"23",1150,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"24",1200,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"25",1250,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"26",1300,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"27",1350,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"28",1400,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"29",1450,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"30",1500,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"31",1550,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"32",1600,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"33",1650,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"34",1700,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"35",1750,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"36",1800,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"37",1850,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"38",1900,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"39",1950,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
"40",2000,0.968085106382979,0.970454545454545,0.964393939393939,0.962770562770563
