"","MFW","accuracy","precision","recall","F1"
"1",50,0.840425531914894,0.81801948051948,0.825,0.803166025893299
"2",100,0.893617021276596,0.86969696969697,0.873484848484849,0.85899580217762
"3",150,0.925531914893617,0.928030303030303,0.915151515151515,0.909500852682671
"4",200,0.925531914893617,0.928030303030303,0.915151515151515,0.909500852682671
"5",250,0.936170212765957,0.939393939393939,0.93030303030303,0.929630722812541
"6",300,0.925531914893617,0.928030303030303,0.915151515151515,0.909500852682671
"7",350,0.936170212765957,0.935606060606061,0.926515151515152,0.920323363505182
"8",400,0.946808510638298,0.943181818181818,0.941666666666667,0.938091958546504
"9",450,0.946808510638298,0.943181818181818,0.941666666666667,0.938091958546504
"10",500,0.946808510638298,0.943181818181818,0.941666666666667,0.938091958546504
"11",550,0.946808510638298,0.945454545454545,0.941666666666667,0.937911583366129
"12",600,0.957446808510638,0.950757575757576,0.950757575757576,0.947274695001968
"13",650,0.957446808510638,0.950757575757576,0.950757575757576,0.947274695001968
"14",700,0.957446808510638,0.950757575757576,0.950757575757576,0.947274695001968
"15",750,0.957446808510638,0.950757575757576,0.950757575757576,0.947274695001968
"16",800,0.957446808510638,0.950757575757576,0.950757575757576,0.947274695001968
"17",850,0.957446808510638,0.953030303030303,0.950757575757576,0.947094319821593
"18",900,0.957446808510638,0.953030303030303,0.950757575757576,0.947094319821593
"19",950,0.957446808510638,0.953030303030303,0.950757575757576,0.947094319821593
"20",1000,0.957446808510638,0.962121212121212,0.950757575757576,0.949114521841795
"21",1050,0.957446808510638,0.962121212121212,0.950757575757576,0.949114521841795
"22",1100,0.957446808510638,0.962121212121212,0.950757575757576,0.949114521841795
"23",1150,0.957446808510638,0.962121212121212,0.950757575757576,0.949114521841795
"24",1200,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"25",1250,0.957446808510638,0.962121212121212,0.950757575757576,0.949114521841795
"26",1300,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"27",1350,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"28",1400,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"29",1450,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"30",1500,0.968085106382979,0.965909090909091,0.965909090909091,0.960802833530106
"31",1550,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"32",1600,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"33",1650,0.968085106382979,0.965909090909091,0.965909090909091,0.960802833530106
"34",1700,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"35",1750,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"36",1800,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"37",1850,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"38",1900,0.968085106382979,0.968181818181818,0.965909090909091,0.962245834973108
"39",1950,0.978723404255319,0.979545454545454,0.973484848484849,0.972871572871573
"40",2000,0.978723404255319,0.979545454545454,0.973484848484849,0.972871572871573
