"","MFW","accuracy","precision","recall","F1"
"1",50,0.893617021276596,0.891991341991342,0.889393939393939,0.882916326098144
"2",100,0.914893617021277,0.912878787878788,0.909848484848485,0.903640299094845
"3",150,0.936170212765957,0.935606060606061,0.93030303030303,0.927269447723993
"4",200,0.925531914893617,0.926515151515152,0.921212121212121,0.915905811360357
"5",250,0.936170212765957,0.937878787878788,0.936363636363636,0.931490226944772
"6",300,0.936170212765957,0.937878787878788,0.936363636363636,0.931490226944772
"7",350,0.936170212765957,0.936363636363636,0.936363636363636,0.930571953299226
"8",400,0.925531914893617,0.927272727272727,0.927272727272727,0.91920831693559
"9",450,0.936170212765957,0.938636363636364,0.936363636363636,0.930752328479601
"10",500,0.936170212765957,0.934090909090909,0.936363636363636,0.930391578118851
"11",550,0.946808510638298,0.946212121212121,0.947727272727273,0.941574839302112
"12",600,0.936170212765957,0.934848484848485,0.938636363636364,0.9300308277581
"13",650,0.936170212765957,0.934848484848485,0.938636363636364,0.9300308277581
"14",700,0.946808510638298,0.941666666666667,0.946212121212121,0.939033189033189
"15",750,0.936170212765957,0.934848484848485,0.938636363636364,0.9300308277581
"16",800,0.925531914893617,0.91969696969697,0.923484848484848,0.914879312606585
"17",850,0.936170212765957,0.934848484848485,0.938636363636364,0.9300308277581
"18",900,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"19",950,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"20",1000,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"21",1050,0.957446808510638,0.950757575757576,0.95530303030303,0.950396825396825
"22",1100,0.957446808510638,0.950757575757576,0.95530303030303,0.950396825396825
"23",1150,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"24",1200,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"25",1250,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"26",1300,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"27",1350,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"28",1400,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"29",1450,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"30",1500,0.946808510638298,0.943939393939394,0.947727272727273,0.941394464121737
"31",1550,0.957446808510638,0.950757575757576,0.956818181818182,0.951315099042372
"32",1600,0.957446808510638,0.950757575757576,0.956818181818182,0.951315099042372
"33",1650,0.957446808510638,0.950757575757576,0.956818181818182,0.951315099042372
"34",1700,0.957446808510638,0.950757575757576,0.956818181818182,0.951315099042372
"35",1750,0.957446808510638,0.950757575757576,0.956818181818182,0.951315099042372
"36",1800,0.946808510638298,0.941666666666667,0.947727272727273,0.941214088941362
"37",1850,0.957446808510638,0.953030303030303,0.95530303030303,0.951839826839827
"38",1900,0.946808510638298,0.941666666666667,0.947727272727273,0.941214088941362
"39",1950,0.957446808510638,0.953030303030303,0.95530303030303,0.951839826839827
"40",2000,0.946808510638298,0.941666666666667,0.947727272727273,0.941214088941362
