"","MFW","accuracy","precision","recall","F1"
"1",50,0.840425531914894,0.8751443001443,0.839393939393939,0.82423914469369
"2",100,0.872340425531915,0.894318181818182,0.875,0.867954015681288
"3",150,0.904255319148936,0.935443722943723,0.904545454545455,0.903661742298106
"4",200,0.914893617021277,0.937770562770563,0.915909090909091,0.917506231142595
"5",250,0.925531914893617,0.949350649350649,0.925,0.92813196904106
"6",300,0.936170212765957,0.956709956709957,0.940151515151515,0.941355109536928
"7",350,0.936170212765957,0.956709956709957,0.940151515151515,0.941355109536928
"8",400,0.936170212765957,0.955194805194805,0.940151515151515,0.940436835891381
"9",450,0.946808510638298,0.964285714285714,0.949242424242424,0.950537845992391
"10",500,0.936170212765957,0.955194805194805,0.940151515151515,0.940436835891381
"11",550,0.936170212765957,0.955194805194805,0.940151515151515,0.941446936901482
"12",600,0.936170212765957,0.955194805194805,0.940151515151515,0.941446936901482
"13",650,0.925531914893617,0.937878787878788,0.925,0.92324544142726
"14",700,0.936170212765957,0.946969696969697,0.940151515151515,0.934484454939
"15",750,0.936170212765957,0.946969696969697,0.940151515151515,0.934484454939
"16",800,0.936170212765957,0.946969696969697,0.940151515151515,0.934484454939
"17",850,0.946808510638298,0.953787878787879,0.951515151515152,0.948012593467139
"18",900,0.946808510638298,0.953787878787879,0.951515151515152,0.947002492457038
"19",950,0.946808510638298,0.953787878787879,0.951515151515152,0.947002492457038
"20",1000,0.946808510638298,0.953787878787879,0.951515151515152,0.947002492457038
"21",1050,0.946808510638298,0.953787878787879,0.951515151515152,0.947002492457038
"22",1100,0.946808510638298,0.953787878787879,0.951515151515152,0.947002492457038
"23",1150,0.946808510638298,0.951515151515152,0.951515151515152,0.947182867637413
"24",1200,0.946808510638298,0.951515151515152,0.951515151515152,0.947182867637413
"25",1250,0.946808510638298,0.951515151515152,0.951515151515152,0.947182867637413
"26",1300,0.946808510638298,0.953787878787879,0.951515151515152,0.947363242817788
"27",1350,0.957446808510638,0.961363636363636,0.960606060606061,0.956545979273252
"28",1400,0.957446808510638,0.961363636363636,0.960606060606061,0.956545979273252
"29",1450,0.957446808510638,0.961363636363636,0.960606060606061,0.956545979273252
"30",1500,0.957446808510638,0.961363636363636,0.960606060606061,0.956545979273252
"31",1550,0.957446808510638,0.961363636363636,0.960606060606061,0.956545979273252
"32",1600,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"33",1650,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"34",1700,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"35",1750,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"36",1800,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"37",1850,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"38",1900,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"39",1950,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
"40",2000,0.957446808510638,0.959090909090909,0.960606060606061,0.956365604092877
